Customer_id,date,time,order_id,items,amount,mode,restaurnt,Status,ratings,feedback
UYXR411673XC,11/11/23,10.45.33,683T683,tuna steak:,93,Cash,Gaspar's,Delivered,2,Stale food
SAMV824387MW,11/11/23,10.45.33,710Z710,Regular:,75,Wallet,Augustin,Delivered,4,Awesome experience
LRKI603654KL,11/11/23,10.45.33,183J183,fries:,22,Cash,Veranda,Delivered,2,Complicated procedure
SAMV824387MW,11/11/23,10.45.33,1.00E+102,Veg Premium Burger:,22,Card,Stebuklai,Delivered,4,Will order again
UFDF355524DM,11/11/23,10.45.33,464B464,Quiche:,65,Wallet,Selfish,Delivered,5,Awesome experience
XVTR474839TP,11/11/23,10.45.33,355K355,Banana shake:,57,Cash,Demoloftas,Delivered,2,Delivery boy didnt come at doorstep
SAMV824387MW,11/11/23,10.45.33,635C635,salad:,96,Cash,Brussels Mussels ,Delivered,3,Late delivery
SAMV824387MW,11/11/23,10.45.33,111H111,Fried scallops with asparagus:,34,Cash,Saint German,Delivered,2,Delivery boy didnt come at doorstep
LJBO9511000BL,11/11/23,10.45.33,753T753,shake:,71,Card,Le Travi,Delivered,2,High price
OXJY167254JK,11/11/23,10.45.33,488W488,RAVIOLI:,28,Wallet,Gaspar's,Delivered,1,Delivery boy didnt come at doorstep
SAMV824387MW,11/11/23,10.45.33,849W849,shake:,76,Online,Da Antonio,Delivered,5,Good service
SAMV824387MW,11/11/23,10.45.33,523N523,Scallops:,21,Wallet,Demoloftas,Delivered,4,Good service
XVTR474839TP,11/11/23,10.45.33,217Y217,SALMON SALAD:,42,Online,Stebuklai,Delivered,2,Stale food
SBXX592702XP,11/11/23,10.45.33,501F501,Banana shake:,74,Cash,Brussels Mussels ,Delivered,1,High price
FRBT691245BA,11/11/23,10.45.33,673Y673,shake:,98,Cash,Veranda,Delivered,2,Late delivery
LRKI603654KL,11/11/23,10.45.33,538H538,shake:,56,Card,Le Travi,Delivered,1,Coupon applied
UYXR411673XC,11/11/23,10.45.33,481Q481,BURRATA DI BUFALA:,68,Card,Veranda,Delivered,4,Worth
OXJY167254JK,11/11/23,10.45.33,635P635,Regular:,82,Online,Augustin,Delivered,4,Awesome experience
FRBT691245BA,11/11/23,10.45.33,961Y961,salad:,40,Wallet,Demoloftas,Delivered,3,Stale food
SBXX592702XP,11/11/23,10.45.33,1.66E+168,Soup of the day:,28,Online,Stebuklai,Delivered,5,Will order again
FRBT691245BA,11/11/23,10.45.33,194P194,Banana shake:,95,Wallet,Demoloftas,Delivered,2,Difficult to order
FRBT691245BA,11/11/23,10.45.33,184N184,Mango Cremeux:,77,Cash,Stebuklai,Delivered,2,High price
UFDF355524DM,11/11/23,10.45.33,628V628,Bread:,28,Wallet,Selfish,Delivered,3,Complicated procedure
UFDF355524DM,11/11/23,10.45.33,582O582,fries:,82,Cash,Le Travi,Delivered,5,Fast delivery
LJBO9511000BL,11/11/23,10.45.33,955C955,RAVIOLI:,79,Cash,Gaspar's,Delivered,3,Food not good
FRBT691245BA,11/11/23,10.45.33,889S889,pickle:,39,Wallet,Telegrafas,Delivered,5,Awesome experience
SAMV824387MW,11/11/23,10.45.33,660E660,Veg Premium Burger:,89,Card,Veranda,Delivered,3,High price
XVTR474839TP,11/11/23,10.45.33,819L819,Banana shake:,76,Cash,Veranda,Delivered,3,Coupon applied
UFDF355524DM,11/11/23,10.45.33,729H729,Soup of the day:,31,Online,Le Travi,Delivered,2,Delivery boy didnt come at doorstep
LJBO9511000BL,11/11/23,10.45.33,936X936,tartlet:,27,Wallet,Gaspar's,Delivered,2,Late delivery
SBXX592702XP,11/11/23,10.45.33,227G227,meatballs:,51,Online,Demoloftas,Delivered,1,High price
LJBO9511000BL,11/11/23,10.45.33,215J215,Mango Cremeux:,35,Card,Sushi Masters,Delivered,4,Cheap and best
SAMV824387MW,11/11/23,10.45.33,979X979,Noodles:,31,Online,Le Travi,Delivered,3,Complicated procedure
LJBO9511000BL,11/11/23,10.45.33,731C731,BURRATA DI BUFALA:,85,Wallet,Gaspar's,Delivered,5,Worth
FSAM929386AQ,11/11/23,10.45.33,777X777,Regular:,76,Wallet,Sushi Masters,Delivered,4,Worth
UYXR411673XC,11/11/23,10.45.33,294Q294,Waterzooi:,74,Wallet,Brussels Mussels ,Delivered,2,Difficult to order
SAMV824387MW,11/11/23,10.45.33,271Q271,tuna steak:,68,Cash,Gaspar's,Delivered,4,Fast delivery
QTSI285174SG,11/11/23,10.45.33,205C205,BURRATA DI BUFALA:,30,Cash,Veranda,Delivered,4,Easy to order
UYXR411673XC,11/11/23,10.45.33,425R425,meatballs:,38,Card,Demoloftas,Delivered,4,Good service
SAMV824387MW,11/11/23,10.45.33,551E551,Scallops:,36,Online,Selfish,Delivered,3,Food not good
LRKI603654KL,11/11/23,10.45.33,306A306,pickle:,73,Wallet,Selfish,Delivered,5,Good service
SBXX592702XP,11/11/23,10.45.33,689A689,Veg Premium Burger:,70,Online,Stebuklai,Delivered,1,Delivery boy didnt come at doorstep
UYXR411673XC,11/11/23,10.45.33,101S101,pickle:,85,Cash,Gaspar's,Delivered,2,Stale food
SAMV824387MW,11/11/23,10.45.33,526K526,Banana shake:,64,Cash,Sushi Masters,Delivered,3,Coupon applied
OXJY167254JK,11/11/23,10.45.33,161J161,Noodles:,91,Wallet,Saint German,Delivered,3,Coupon applied
XVTR474839TP,11/11/23,10.45.33,704P704,tartlet:,26,Wallet,Le Travi,Delivered,3,Delivery boy didnt come at doorstep
LJBO9511000BL,11/11/23,10.45.33,143P143,RAVIOLI:,48,Online,Da Antonio,Delivered,5,Worth
LRKI603654KL,11/11/23,10.45.33,947X947,shake:,93,Wallet,Selfish,Delivered,3,Difficult to order
FSAM929386AQ,11/11/23,10.45.33,938B938,Bread:,27,Card,Da Antonio,Delivered,4,Awesome experience
XVTR474839TP,11/11/23,10.45.33,902H902,Scallops:,56,Online,Telegrafas,Delivered,2,Stale food
LJBO9511000BL,11/11/23,10.45.33,142J142,Scallops:,31,Cash,Selfish,Delivered,5,Will order again
LRKI603654KL,11/11/23,10.45.33,742G742,Bread:,86,Card,Da Antonio,Delivered,1,Difficult to order
FRBT691245BA,11/11/23,10.45.33,103Y103,RAVIOLI:,94,Online,Augustin,Delivered,2,Late delivery
FSAM929386AQ,11/11/23,10.45.33,208U208,Yellowfin tuna tartare:,33,Wallet,Brussels Mussels ,Delivered,2,Difficult to order
FRBT691245BA,11/11/23,10.45.33,819Q819,Regular:,86,Cash,Telegrafas,Delivered,4,Cheap and best
UFDF355524DM,11/11/23,10.45.33,107K107,fries:,50,Card,Sushi Masters,Delivered,4,Delicious food
FSAM929386AQ,11/11/23,10.45.33,671T671,BURRATA DI BUFALA:,82,Card,Gaspar's,Delivered,5,Good service
QTSI285174SG,11/11/23,10.45.33,195K195,Crispy Onion Rings:,40,Cash,Gaspar's,Delivered,1,High price
QTSI285174SG,11/11/23,10.45.33,952U952,pickle:,29,Online,Stebuklai,Delivered,3,Complicated procedure
LRKI603654KL,11/11/23,10.45.33,833E833,Natural Tea:,33,Cash,Brussels Mussels ,Delivered,3,Coupon applied
UFDF355524DM,11/11/23,10.45.33,139A139,Benedict:,69,Cash,Augustin,Delivered,1,High price
SBXX592702XP,11/11/23,10.45.33,256A256,Mango Cremeux:,92,Wallet,Da Antonio,Delivered,4,Delicious food
SBXX592702XP,11/11/23,10.45.33,837W837,tartlet:,74,Card,Gaspar's,Delivered,1,Coupon applied
FRBT691245BA,11/11/23,10.45.33,200B200,Noodles:,36,Wallet,Sushi Masters,Delivered,4,Fast delivery
UYXR411673XC,11/11/23,10.45.33,448B448,HALIBUT CEVICHE:,93,Online,Demoloftas,Delivered,5,Fast delivery
QTSI285174SG,11/11/23,10.45.33,838O838,Fried scallops with asparagus:,46,Cash,Saint German,Delivered,1,Delivery boy didnt come at doorstep
FSAM929386AQ,11/11/23,10.45.33,313Q313,Fried scallops with asparagus:,45,Wallet,Saint German,Delivered,3,Late delivery
UFDF355524DM,11/11/23,10.45.33,320H320,Noodles:,77,Cash,Stebuklai,Delivered,2,Difficult to order
UYXR411673XC,11/11/23,10.45.33,194J194,Regular:,34,Wallet,Saint German,Delivered,4,Good service
FSAM929386AQ,11/11/23,10.45.33,811B811,tartlet:,95,Card,Veranda,Delivered,2,Difficult to order
SBXX592702XP,11/11/23,10.45.33,897D897,SALMON SALAD:,52,Card,Augustin,Delivered,5,Good service
UFDF355524DM,11/11/23,10.45.33,970L970,Curd:,35,Card,Saint German,Delivered,1,Complicated procedure
XVTR474839TP,11/11/23,10.45.33,312R312,Bouillabaisse:,47,Wallet,Saint German,Delivered,2,Stale food
QTSI285174SG,11/11/23,10.45.33,744G744,Mango shake:,43,Online,Gaspar's,Delivered,2,Food not good
FRBT691245BA,11/11/23,10.45.33,246T246,tuna steak:,79,Cash,Le Travi,Delivered,1,Difficult to order
UYXR411673XC,11/11/23,10.45.33,859F859,Bread:,55,Card,Selfish,Delivered,2,Food not good
SBXX592702XP,11/11/23,10.45.33,980I980,Scallops:,28,Card,Le Travi,Delivered,4,Will order again
LRKI603654KL,11/11/23,10.45.33,598V598,Scallops:,65,Online,Da Antonio,Delivered,3,High price
LRKI603654KL,11/11/23,10.45.33,589B589,HALIBUT CEVICHE:,45,Cash,Telegrafas,Delivered,2,Food not good
LRKI603654KL,11/11/23,10.45.33,327N327,HALIBUT CEVICHE:,62,Cash,Le Travi,Delivered,2,High price
XVTR474839TP,11/11/23,10.45.33,605Y605,Veg Premium Burger:,82,Cash,Brussels Mussels ,Delivered,3,Difficult to order
LRKI603654KL,11/11/23,10.45.33,758W758,Soup of the day:,79,Cash,Le Travi,Delivered,3,Delivery boy didnt come at doorstep
SBXX592702XP,11/11/23,10.45.33,477F477,salad:,89,Wallet,Brussels Mussels ,Delivered,2,Coupon applied
UFDF355524DM,11/11/23,10.45.33,274T274,fries:,22,Cash,Veranda,Delivered,2,Complicated procedure
UYXR411673XC,11/11/23,10.45.33,845P845,Quiche:,65,Wallet,Selfish,Delivered,5,Awesome experience
OXJY167254JK,11/11/23,10.45.33,869G869,Bread:,77,Wallet,Sushi Masters,Delivered,2,Late delivery
OXJY167254JK,11/11/23,10.45.33,488W488,BURRATA DI BUFALA:,87,Cash,Stebuklai,Delivered,2,Difficult to order
UYXR411673XC,11/11/23,10.45.33,1.08E+110,BURRATA DI BUFALA:,56,Wallet,Veranda,Delivered,4,Fast delivery
SBXX592702XP,11/11/23,10.45.33,549E549,Mango shake:,32,Card,Augustin,Delivered,3,Difficult to order
OXJY167254JK,11/11/23,10.45.33,673F673,BURRATA DI BUFALA:,95,Wallet,Da Antonio,Delivered,5,Good service
LJBO9511000BL,11/11/23,10.45.33,288T288,fries:,100,Card,Saint German,Delivered,1,Delivery boy didnt come at doorstep
FSAM929386AQ,11/11/23,10.45.33,378E378,meatballs:,64,Card,Sushi Masters,Delivered,3,High price
UFDF355524DM,11/11/23,10.45.33,540T540,HALIBUT CEVICHE:,40,Online,Stebuklai,Delivered,2,Difficult to order
OXJY167254JK,11/11/23,10.45.33,639I639,pickle:,92,Wallet,Le Travi,Delivered,2,Stale food
QTSI285174SG,11/11/23,10.45.33,824X824,chocolate mousse,65,Wallet,Gaspar's,Delivered,1,Late delivery
OXJY167254JK,11/11/23,10.45.33,522P522,Bread:,24,Card,Selfish,Delivered,2,High price
OXJY167254JK,11/11/23,10.45.33,390X390,tuna steak:,31,Wallet,Telegrafas,Delivered,4,Fast delivery
UFDF355524DM,11/11/23,10.45.33,865S865,Mango Cremeux:,29,Wallet,Augustin,Delivered,2,Stale food
QTSI285174SG,11/11/23,10.45.33,115Y115,HALIBUT CEVICHE:,51,Cash,Veranda,Delivered,3,Complicated procedure
FRBT691245BA,11/11/23,10.45.33,176S176,RAVIOLI:,51,Card,Le Travi,Delivered,2,Stale food
QTSI285174SG,11/11/23,10.45.33,710R710,Crispy Onion Rings:,97,Online,Sushi Masters,Delivered,5,Awesome experience
UFDF355524DM,11/11/23,10.45.33,816A816,Mango Cremeux:,40,Card,Stebuklai,Delivered,1,Difficult to order
XVTR474839TP,11/11/23,10.45.33,999L999,Crispy Onion Rings:,20,Cash,Da Antonio,Delivered,3,High price
XVTR474839TP,11/11/23,10.45.33,110L110,BURRATA DI BUFALA:,90,Cash,Sushi Masters,Delivered,2,Stale food
UFDF355524DM,11/11/23,10.45.33,2.83E+285,lamb:,51,Online,Gaspar's,Delivered,5,Cheap and best
UFDF355524DM,11/11/23,10.45.33,629Y629,fries:,38,Wallet,Veranda,Delivered,1,High price
XVTR474839TP,11/11/23,10.45.33,256D256,Soup of the day:,38,Wallet,Augustin,Delivered,3,Stale food
SAMV824387MW,11/11/23,10.45.33,424B424,shake:,56,Online,Gaspar's,Delivered,5,Worth
UFDF355524DM,11/11/23,10.45.33,212L212,meatballs:,35,Cash,Selfish,Delivered,1,Coupon applied
XVTR474839TP,11/11/23,10.45.33,757O757,Crispy Onion Rings:,96,Online,Telegrafas,Delivered,1,High price
LJBO9511000BL,11/11/23,10.45.33,143P143,Fried Rice:,66,Online,Augustin,Delivered,4,Awesome experience
UYXR411673XC,11/11/23,10.45.33,471J471,Regular:,49,Wallet,Saint German,Delivered,2,Stale food
LJBO9511000BL,11/11/23,10.45.33,834M834,Banana shake:,72,Online,Gaspar's,Delivered,2,Coupon applied
QTSI285174SG,11/11/23,10.45.33,497V497,BURRATA DI BUFALA:,50,Cash,Le Travi,Delivered,4,Worth
UFDF355524DM,11/11/23,10.45.33,476Z476,Benedict:,69,Cash,Augustin,Delivered,1,High price
LJBO9511000BL,11/11/23,10.45.33,399D399,Waterzooi:,41,Wallet,Brussels Mussels ,Delivered,4,Fast delivery
LRKI603654KL,11/11/23,10.45.33,589I589,pickle:,30,Cash,Stebuklai,Delivered,5,Awesome experience
UFDF355524DM,11/11/23,10.45.33,713R713,Fried Rice:,44,Card,Da Antonio,Delivered,1,Coupon applied
UYXR411673XC,11/11/23,10.45.33,475V475,SALMON SALAD:,61,Wallet,Gaspar's,Delivered,4,Cheap and best
FRBT691245BA,11/11/23,10.45.33,932U932,Brussels Mussels:,44,Cash,Brussels Mussels ,Delivered,5,Will order again
LJBO9511000BL,11/11/23,10.45.33,896C896,Crispy Onion Rings:,23,Cash,Veranda,Delivered,3,Stale food
UFDF355524DM,11/11/23,10.45.33,493N493,chocolate mousse,37,Card,Telegrafas,Delivered,3,Delivery boy didnt come at doorstep
LJBO9511000BL,11/11/23,10.45.33,321F321,shake:,24,Cash,Sushi Masters,Delivered,5,Cheap and best
FSAM929386AQ,11/11/23,10.45.33,258T258,Brussels Mussels:,54,Card,Brussels Mussels ,Delivered,2,Food not good
LJBO9511000BL,11/11/23,10.45.33,831G831,Soup of the day:,36,Wallet,Saint German,Delivered,5,Fast delivery
XVTR474839TP,11/11/23,10.45.33,981A981,Mango shake:,58,Online,Selfish,Delivered,3,High price
UFDF355524DM,11/11/23,10.45.33,403X403,SALMON SALAD:,89,Wallet,Da Antonio,Delivered,1,Difficult to order
OXJY167254JK,11/11/23,10.45.33,963O963,BURRATA DI BUFALA:,77,Online,Stebuklai,Delivered,1,Late delivery
SAMV824387MW,11/11/23,10.45.33,308A308,Soup of the day:,60,Wallet,Demoloftas,Delivered,3,High price
JXJY167254JK,11/11/23,10.45.33,954S954,Pizza:Crispy Onion Rings:Bread:,89,Wallet,Brussels Mussels ,Delivered,5,Awesome experience
OXJY167254JK,11/11/23,10.45.33,424Z424,pickle:,49,Wallet,Demoloftas,Delivered,3,Difficult to order
LRKI603654KL,11/11/23,10.45.33,467S467,Curd:,23,Wallet,Da Antonio,Delivered,5,Worth
SAMV824387MW,11/11/23,10.45.33,794P794,Mango shake:,68,Wallet,Telegrafas,Delivered,2,High price
UYXR411673XC,11/11/23,10.45.33,448B448,HALIBUT CEVICHE:,93,Online,Demoloftas,Delivered,5,Fast delivery
QTSI285174SG,11/11/23,10.45.33,838O838,tuna steak:,46,Cash,Saint German,Delivered,1,Delivery boy didnt come at doorstep
XVTR474839TP,11/11/23,10.45.33,605Y605,Veg Premium Burger:,82,Cash,Brussels Mussels ,Delivered,3,Difficult to order
JXJY167254JK,11/11/23,10.45.33,954Sg54,Crispy Onion Rings:Scallops:Benedict,67,Wallet,Le Travi,Delivered,4,Will order again
LRKI603654KL,11/11/23,10.45.33,758W758,Soup of the day:,79,Cash,Le Travi,Delivered,3,Delivery boy didnt come at doorstep
SBXX592702XP,11/11/23,10.45.33,477F477,salad:,89,Wallet,Brussels Mussels ,Delivered,2,Coupon applied
UFDF355524DM,11/11/23,10.45.33,274T274,fries:,22,Cash,Veranda,Delivered,2,Complicated procedure
UYXR411673XC,11/11/23,10.45.33,845P845,Quiche:,65,Wallet,Selfish,Delivered,5,Awesome experience
OXJY167254JK,11/11/23,10.45.33,869G869,Bread:,77,Wallet,Sushi Masters,Delivered,2,Late delivery
OXJY167254JK,11/11/23,10.45.33,488W488,BURRATA DI BUFALA:,87,Cash,Stebuklai,Delivered,2,Difficult to order
JXJY167254JK,11/11/23,10.45.33,954S954,Pizza:Crispy Onion Rings:Bread:,89,Wallet,Brussels Mussels ,Delivered,5,Awesome experience
UYXR411673XC,11/11/23,10.45.33,1.08E+110,BURRATA DI BUFALA:,56,Wallet,Veranda,Delivered,4,Fast delivery
SBXX592702XP,11/11/23,10.45.33,549E549,Mango shake:,32,Card,Augustin,Delivered,3,Difficult to order
OXJY167254JK,11/11/23,10.45.33,673F673,BURRATA DI BUFALA:,95,Wallet,Da Antonio,Delivered,5,Good service
LJBO9511000BL,11/11/23,10.45.33,288T288,fries:,100,Card,Saint German,Delivered,1,Delivery boy didnt come at doorstep
UFDF355524DM,11/11/23,10.45.33,540T540,HALIBUT CEVICHE:,40,Online,Stebuklai,Delivered,2,Difficult to order
OXJY167254JK,11/11/23,10.45.33,639I639,pickle:,92,Wallet,Le Travi,Delivered,2,Stale food
QTSI285174SG,11/11/23,10.45.33,824X824,chocolate mousse,65,Wallet,Gaspar's,Delivered,1,Late delivery
OXJY167254JK,11/11/23,10.45.33,522P522,Bread:,24,Card,Selfish,Delivered,2,High price
OXJY167254JK,11/11/23,10.45.33,390X390,tuna steak:,31,Wallet,Telegrafas,Delivered,4,Fast delivery
UFDF355524DM,11/11/23,10.45.33,865S865,Mango Cremeux:,29,Wallet,Augustin,Delivered,2,Stale food
QTSI285174SG,11/11/23,10.45.33,115Y115,HALIBUT CEVICHE:,51,Cash,Veranda,Delivered,3,Complicated procedure
FRBT691245BA,11/11/23,10.45.33,176S176,RAVIOLI:,51,Card,Le Travi,Delivered,2,Stale food
QTSI285174SG,11/11/23,10.45.33,710R710,Crispy Onion Rings:,97,Online,Sushi Masters,Delivered,5,Awesome experience
UFDF355524DM,11/11/23,10.45.33,816A816,Mango Cremeux:,40,Card,Stebuklai,Delivered,1,Difficult to order
XVTR474839TP,11/11/23,10.45.33,999L999,Crispy Onion Rings:,20,Cash,Da Antonio,Delivered,3,High price
XVTR474839TP,11/11/23,10.45.33,110L110,BURRATA DI BUFALA:,90,Cash,Sushi Masters,Delivered,2,Stale food
UFDF355524DM,11/11/23,10.45.33,2.83E+285,lamb:,51,Online,Gaspar's,Delivered,5,Cheap and best
UFDF355524DM,11/11/23,10.45.33,629Y629,fries:,38,Wallet,Veranda,Delivered,1,High price
XVTR474839TP,11/11/23,10.45.33,256D256,Soup of the day:,38,Wallet,Augustin,Delivered,3,Stale food
SAMV824387MW,11/11/23,10.45.33,424B424,shake:,56,Online,Gaspar's,Delivered,5,Worth
UFDF355524DM,11/11/23,10.45.33,212L212,meatballs:,35,Cash,Selfish,Delivered,1,Coupon applied
XVTR474839TP,11/11/23,10.45.33,757O757,Crispy Onion Rings:,96,Online,Telegrafas,Delivered,1,High price
OXJY167254JK,11/11/23,10.45.33,315P315,Scallops:,49,Online,Sushi Masters,Delivered,2,Late delivery
LJBO9511000BL,11/11/23,10.45.33,285S285,shake:,24,Card,Veranda,Delivered,4,Delicious food
UFDF355524DM,11/11/23,10.45.33,504F504,Curd:,23,Cash,Sushi Masters,Delivered,1,Difficult to order
OXJY167254JK,11/11/23,10.45.33,858S858,Scallops:,73,Online,Telegrafas,Delivered,1,Delivery boy didnt come at doorstep
SBXX592702XP,11/11/23,10.45.33,286U286,Scallops:,82,Wallet,Telegrafas,Delivered,1,High price
LRKI603654KL,11/11/23,10.45.33,264H264,Mango Cremeux:,84,Wallet,Selfish,Delivered,1,Stale food
OXJY167254JK,11/11/23,10.45.33,364H364,salad:,83,Card,Stebuklai,Delivered,1,Complicated procedure
QTSI285174SG,11/11/23,10.45.33,320Q320,pickle:,75,Online,Sushi Masters,Delivered,4,Will order again
SAMV824387MW,11/11/23,10.45.33,893U893,lamb:,45,Wallet,Augustin,Delivered,1,High price
UFDF355524DM,11/11/23,10.45.33,350E350,HALIBUT CEVICHE:,36,Card,Saint German,Delivered,2,Coupon applied
XVTR474839TP,11/11/23,10.45.33,166W166,Fried Rice:,98,Cash,Telegrafas,Delivered,2,Complicated procedure
SBXX592702XP,11/11/23,10.45.33,975Q975,Pizza:,57,Card,Gaspar's,Delivered,1,Complicated procedure
SBXX592702XP,11/11/23,10.45.33,539D539,Waterzooi:,86,Cash,Brussels Mussels ,Delivered,3,Food not good
XVTR474839TP,11/11/23,10.45.33,536D536,meatballs:,60,Cash,Demoloftas,Delivered,3,Food not good
FRBT691245BA,11/11/23,10.45.33,219S219,salad:,80,Cash,Le Travi,Delivered,4,Cheap and best
UYXR411673XC,11/11/23,10.45.33,306Y306,Quiche:,92,Card,Demoloftas,Delivered,3,High price
SAMV824387MW,11/11/23,10.45.33,607D607,Fried Rice:,93,Online,Demoloftas,Delivered,2,Stale food
FRBT691245BA,11/11/23,10.45.33,120C120,Benedict:,42,Online,Augustin,Delivered,3,High price
LJBO9511000BL,11/11/23,10.45.33,678S678,Veg Premium Burger:,77,Online,Telegrafas,Delivered,5,Awesome experience
QTSI285174SG,11/11/23,10.45.33,244M244,BURRATA DI BUFALA:,44,Wallet,Le Travi,Delivered,2,Difficult to order
UFDF355524DM,11/11/23,10.45.33,763Q763,Prawn salad:,25,Online,Brussels Mussels ,Delivered,2,High price
XVTR474839TP,11/11/23,10.45.33,169H169,Curd:,41,Card,Sushi Masters,Delivered,1,Difficult to order
UYXR411673XC,11/11/23,10.45.33,829I829,tuna steak:,71,Online,Selfish,Delivered,3,Late delivery
OXJY167254JK,11/11/23,10.45.33,624T624,BURRATA DI BUFALA:,55,Online,Da Antonio,Delivered,2,Complicated procedure
OXJY167254JK,11/11/23,10.45.33,556M556,Noodles:,99,Card,Telegrafas,Delivered,1,Complicated procedure
QTSI285174SG,11/11/23,10.45.33,908S908,Scallops:,79,Cash,Le Travi,Delivered,3,Complicated procedure
SAMV824387MW,11/11/23,10.45.33,136C136,chocolate mousse,43,Card,Veranda,Delivered,4,Delicious food
UYXR411673XC,11/11/23,10.45.33,575J575,chocolate mousse,21,Card,Stebuklai,Delivered,4,Fast delivery
SBXX592702XP,11/11/23,10.45.33,584A584,Curd:,51,Wallet,Demoloftas,Delivered,3,High price
XVTR474839TP,11/11/23,10.45.33,276D276,shake:,47,Wallet,Da Antonio,Delivered,5,Fast delivery
UYXR411673XC,11/11/23,10.45.33,248W248,Quiche:,51,Card,Le Travi,Delivered,3,Difficult to order
UFDF355524DM,11/11/23,10.45.33,904M904,Mango Cremeux:,94,Online,Selfish,Delivered,2,Coupon applied
SBXX592702XP,11/11/23,10.45.33,327U327,Crispy Onion Rings:,66,Online,Sushi Masters,Delivered,1,High price
XVTR474839TP,11/11/23,10.45.33,411E411,SALMON SALAD:,82,Wallet,Sushi Masters,Delivered,2,High price
UFDF355524DM,11/11/23,10.45.33,765Q765,Pizza:,69,Wallet,Demoloftas,Delivered,2,Stale food
FRBT691245BA,11/11/23,10.45.33,734P734,Prawn salad,64,Card,Brussels Mussels ,Delivered,3,Stale food
LJBO9511000BL,11/11/23,10.45.33,399D399,Prawn salad:,41,Wallet,Brussels Mussels ,Delivered,4,Fast delivery
SBXX592702XP,11/11/23,10.45.33,973O973,salad:,58,Cash,Brussels Mussels ,Delivered,2,Coupon applied
UYXR411673XC,11/11/23,10.45.33,891U891,chocolate mousse,53,Wallet,Gaspar's,Delivered,2,Complicated procedure
FRBT691245BA,11/11/23,10.45.33,279R279,pickle:,22,Online,Selfish,Delivered,4,Awesome experience
UFDF355524DM,11/11/23,10.45.33,934X934,Fried Rice:,68,Card,Stebuklai,Delivered,3,Late delivery
SAMV824387MW,11/11/23,10.45.33,573R573,Banana shake:,77,Card,Augustin,Delivered,5,Cheap and best
SAMV824387MW,11/11/23,10.45.33,604F604,Grilled octopus:,91,Cash,Brussels Mussels ,Delivered,4,Delicious food
UFDF355524DM,11/11/23,10.45.33,814Y814,tuna steak:,46,Card,Augustin,Delivered,5,Delicious food
SBXX592702XP,11/11/23,10.45.33,175M175,pickle:,52,Wallet,Telegrafas,Delivered,3,Food not good
LJBO9511000BL,11/11/23,10.45.33,625Z625,Benedict:,93,Online,Stebuklai,Delivered,5,Will order again
UFDF355524DM,11/11/23,10.45.33,899A899,Veg Premium Burger:,31,Online,Gaspar's,Delivered,3,Stale food
OXJY167254JK,11/11/23,10.45.33,719J719,Quiche:,82,Cash,Telegrafas,Delivered,5,Worth
OXJY167254JK,11/11/23,10.45.33,602V602,Regular:,64,Cash,Demoloftas,Delivered,4,Delicious food
QTSI285174SG,11/11/23,10.45.33,828Y828,lamb:,32,Wallet,Stebuklai,Delivered,4,Good service
QTSI285174SG,11/11/23,10.45.33,576H576,RAVIOLI:,38,Card,Augustin,Delivered,2,Difficult to order
LJBO9511000BL,11/11/23,10.45.33,579S579,pickle:,46,Wallet,Stebuklai,Delivered,2,Stale food
UFDF355524DM,11/11/23,10.45.33,590K590,Soup of the day:,67,Cash,Saint German,Delivered,1,Difficult to order
LRKI603654KL,11/11/23,10.45.33,562J562,Mango shake:,95,Online,Augustin,Delivered,5,Fast delivery
XVTR474839TP,11/11/23,10.45.33,862F862,Banana shake:,32,Card,Le Travi,Delivered,3,Coupon applied
FRBT691245BA,11/11/23,10.45.33,329N329,Crispy Onion Rings:,23,Cash,Veranda,Delivered,3,Stale food
